MIC,Name
SGMY,SIGMA X MTF - AUCTION BOOK
SGMZ,SIGMA X MTF - NEGOTIATED TRADE
SHAR,ASSET MATCH
SICS,CREDIT SUISSE SECURITIES (EUROPE) LIMITED - SYSTEMATIC INTERNALISER
SIFX,SIEGE FX LIMITED
SISU,SUSQUEHANNA INTERNATIONAL SECURITIES LIMITED - LONDON BRANCH - SYSTEMATIC INTERNALISER
SKYX,SKYTRA
SMBE,SUMITOMO MITSUI BANKING CORPORATION EUROPE LIMITED
SMBG,SUMITOMO MITSUI BANKING CORPORATION - LONDON BRANCH - SYSTEMATIC INTERNALISER
SNUK,SANTANDER UK - SYSTEMATIC INTERNALISER
SPDX,SPREADEX
SPEC,MAREX SPECTRON INTERNATIONAL LIMITED OTF
SPRZ,SPREADZERO
SQUA,SQUARE GLOBAL - OTF
SSBT,STATE STREET BANK AND TRUST COMPANY
SSEX,SOCIAL STOCK EXCHANGE
SSFX,STATE STREET BANK AND TRUST FX - SYSTEMATIC INTERNALISER
SSIL,STATE STREET BANK INTERNATIONAL FX - LONDON BRANCH - SYSTEMATIC INTERNALISER
STAN,STANDARD CHARTERED - SYSTEMATIC INTERNALISER
STFL,STIFEL NICOLAUS EUROPE LIMITED - SYSTEMATIC INTERNALISER
SWAP,SWAPSTREAM
TCDS,TRADITION OTF
TCML,TIDE CM
TDBL,TORONTO DOMINION BANK - LONDON BRANCH
TECO,TULLETT PREBON EUROPE - OTF - COMMODITY AND ENERGY DERIVATIVES
TEFD,TULLETT PREBON EUROPE -  MTF - FX DERIVATIVES
TEFX,TULLETT PREBON EUROPE - OTF - FX DERIVATIVES
TEGB,TULLETT PREBON EUROPE - OTF - GOVERNMENT BONDS EXCLUDING UK GILTS
TEGI,TULLETT PREBON EUROPE - OTF - GOVERNMENT BONDS - UK GILTS
TEIR,TULLETT PREBON EUROPE - OTF - INTEREST RATE DERIVATIVES
TEMB,TULLETT PREBON EUROPE -  MTF - GOVERNMENT BONDS EXCLUDING UK GILTS
TEMF,TULLETT PREBON EUROPE -  MTF - CORPORATE BONDS AND SECURITISED DEBT
TEMI,TULLETT PREBON EUROPE -  MTF - MONEY MARKETS
TEMM,TULLETT PREBON EUROPE - OTF - MONEY MARKET INSTRUMENTS
TEMR,TULLETT PREBON EUROPE -  MTF - REPOS
TERE,TULLETT PREBON EUROPE - OTF - REPOS
TIRD,TULLETT PREBON EUROPE - MTF - INTEREST RATE DERIVATIVES
TPEL,TULLETT PREBON (EUROPE) LIMITED
TPEO,TULLETT PREBON EUROPE - OTF
TPID,TP ICAP - UK - DIGITAL ASSETS
TPIE,THE PROPERTY INVESTMENT EXCHANGE
TPSL,TULLETT PREBON SECURITIES - MTF
TPSO,TP UK OTF
TRAL,REFINITIV TRANSACTIONS SERVICES LIMITED - FXALL RFQ
TRAX,MARKETAXESS POST-TRADE LIMITED - APA
TRDE,TRADITION
TRDX,TRAD-X
TREA,TRADEWEB EUROPE LIMITED - APA
TREO,TRADEWEB EUROPE LIMITED - OTF
TREU,TRADEWEB EUROPE LIMITED
TRFW,REFINITIV TRANSACTION SERVICES LIMITED - FORWARDS MATCHING
TRQA,TURQUOISE LIT AUCTIONS
TRQB,TURQUOISE NYLON CASH ORDER BOOK
TRQC,TURQUOISE NYLON CLEARED CONTRACT
TRQM,TURQUOISE PLATO
TRQX,TURQUOISE
TRSI,TOWER RESEARCH CAPITAL EUROPE LTD
TRUK,TRADING 212 UK LIMITED
TSCB,TP UK OTF - CORPORATE BONDS
TSCD,TP UK OTF - CREDIT DERIVATIVES
TSED,TP UK OTF - EQUITY DERIVATIVES
TSFI,TP UK OTF - CORPORATE BONDS AND SECURITISED DEBT
TSFX,TP UK OTF - FX DERIVATIVES
TSGB,TP UK OTF - GOVERNMENT BONDS EXCLUDING UK GILTS
TSGI,TP UK OTF - GOVERNMENT BONDS - UK GILTS
TSIR,TP UK OTF - INTEREST RATE DERIVATIVES
TSMM,TP UK OTF - MONEY MARKET INSTRUMENTS
TSMR,TULLETT PREBON SECURITIES - MTF - REPOS
TSRE,TP UK OTF - REPOS
TUOB,TP UK OTF - ORDERBOOK
TWGP,TRADEWEB EUROPE LIMITED - GLOBAL TRADING PLATFORM
UBIN,UNION BANK OF INDIA UK LTD
UBSB,UBS AG LONDON BRANCH - TRADING
UBSY,UBS AG LONDON BRANCH - SYSTEMATIC INTERNALISER
UGEN,UNITEDBLOCKTRADE
UKCA,CREDIT AGRICOLE CIB UK BRANCH - SYSTEMATIC INTERNALISER
UKGD,MTS UK
UKOR,TP ICAP UK MTF - ORDERBOOK
UKPX,APX POWER UK
UKRE,TP ICAP UK MTF - REGISTRATION
UNGB,UNICREDIT BANK AG - LONDON BRANCH - UK SYSTEMATIC INTERNALISER
VAGL,VIRTUAL AUCTION GLOBAL LIMITED
VAGM,VIRTUAL AUCTION GLOBAL MARKETS - MTF
VCMO,VANTAGE CAPITAL MARKETS LLP - OTF
VEGA,VEGA-CHI
VFGB,VIRTU FINANCIAL IRELAND LIMITED (LONDON BRANCH) - SYSTEMATIC INTERNALISER
VIUK,POSIT UK
VTBC,VTB CAPITAL PLC - SYSTEMATIC INTERNALISER
WELN,WEL - SYSTEMATIC INTERNALISER
WFLB,WELLS FARGO BANK NA - LONDON BRANCH - SYSTEMATIC INTERNALISER
WINS,WINTERFLOOD SECURITIES LIMITED - ELECTRONIC PLATFORM
WINX,WINTERFLOOD SECURITIES LIMITED - MANUAL TRADING
WSIL,WELLS FARGO SECURITIES INTERNATIONAL
WSIN,WESTPAC BANKING CORPORATION - SYSTEMATIC INTERNALISER
XALT,ALTEX - ATS
XCOR,ICMA
XEBS,EBS UK MULTILATERAL TRADING FACILITY
XGCL,GLOBAL COAL LIMITED
XGCX,GLOBAL COMMODITIES EXCHANGE
XGDX,GLOBAL DERIVATIVES EXCHANGE
XGSX,GLOBAL SECURITIES EXCHANGE
XIEL,INSTINET EUROPE LIMITED
XLBM,LONDON BULLION MARKET
XLCH,LCH LTD
XLDX,LONDON DERIVATIVES EXCHANGE
XLME,LONDON METAL EXCHANGE
XLOD,LONDON STOCK EXCHANGE - CURVEGLOBAL MARKETS
XLOM,LONDON STOCK EXCHANGE - MTF
XLON,LONDON STOCK EXCHANGE
XMTS,EUROMTS LTD
XPAL,POSIT AUCTION UK
XPHX,PEEL HUNT CROSSING
XPOL,POSIT DARK UK
XPUK,XP INVESTMENTS UK LLP
XRSP,PEEL HUNT RETAIL
XSGB,SOCIETE GENERALE (LONDON BRANCH) - SYSTEMATIC INTERNALISER
XSWB,SWX SWISS BLOCK
XTXM,XTX MARKETS
XUBS,AQUIS EXCHANGE PLC - AMP - DARK ORDER BOOK
ZODM,ZODIA MARKETS
AATS,ASSENT ATS
ACKF,KCG ACKNOWLEDGE FI
ADVT,ADVISE TECHNOLOGIES - APA TRANSPARENCY REPORTING
ALDP,NYSE ALTERNEXT DARK
AMLG,AMERICAN LEDGER ATS
AMXO,NYSE AMEX OPTIONS
AQUA,AQUA EQUITIES L.P.
ARCD,ARCA DARK
ARCO,NYSE ARCA OPTIONS
ARCX,NYSE ARCA
ARKX,ARKONIS
ASEF,AEGIS SWAP EXECUTION FACILITY
ASMT,INTELLIGENTCROSS ASPEN MAKER/TAKER
ASPI,INTELLIGENTCROSS ASPEN INVERTED
ASPN,INTELLIGENTCROSS ASPEN INTELLIGENT BID/OFFER
BAML,BANK OF AMERICA - MERRILL LYNCH INSTINCT X ATS
BAMX,BANK OF AMERICA - MERRILL LYNCH GCX
BARD,BARCLAYS FX - TRADING
BARL,BARCLAYS LIQUID MARKETS
BARX,BARCLAYS ATS
BATO,CBOE BZX OPTIONS EXCHANGE
BATS,CBOE BZX U.S. EQUITIES EXCHANGE
BATY,CBOE BYX U.S. EQUITIES EXCHANGE
BBOK,BARCLAYS SINGLE DEALER PLATFORM
BBSF,BLOOMBERG SEF LLC
BCDX,BARCLAYS DIRECT EX ATS
BGCD,BGC DERIVATIVE MARKETS L.P.
BGCF,BGC FINANCIAL INC
BHSF,BATS HOTSPOT SEF LLC
BIDS,BIDS TRADING L.P.
BKKT,BAKKT
BLKX,INSTINET BLOCKCROSS ATS
BLTD,BLOOMBERG TRADEBOOK LLC
BLUE,PRO SECURITIES ATS
BNDD,TRADEWEB DIRECT LLC
BNPC,BNPP CORTEX ATS
BNYC,CONVERGEX
BOSD,NASDAQ OMX BX DARK
BPOL,BLOOMBERG BPOOL
BSTX,BOSTON SECURITY TOKEN EXCHANGE LLC
BTEC,ICAP ELECTRONIC BROKING (US)
BTEQ,BROKERTEC AMERICAS LLC - RFQ PLATFORM
BTNL,BITNOMIAL
BVUS,BONDVISION US
BYXD,CBOE BYX U.S. EQUITIES EXCHANGE DARK
BZXD,CBOE BZX U.S. EQUITIES EXCHANGE DARK
C2OX,CBOE C2 OPTIONS EXCHANGE
CAES,CREDIT SUISSE AES CROSSFINDER
CALH,CLSA AMERICAS - LIQUIDITY HUB
CAVE,CAVEAT EMPTOR
CBSX,CBOE STOCK EXCHANGE
CBTS,CME SWAPS MARKETS (CBOT)
CCMX,CARTAX
CDED,CITADEL SECURITIES
CECS,CME SWAPS MARKETS (COMEX)
CGMI,CITIGROUP GLOBAL MARKETS
CGXS,ONECHRONOS
CIOI,CIOI
CISD,"NYSE NATIONAL, INC. - DARK"
CLST,CLEAR STREET
CMES,CME SWAPS MARKETS (CME)
CMSF,"CLEAR MARKETS NORTH AMERICA, INC."
CODA,CODA MARKETS - MICRO AND BLOCK
COHR,"COMHAR CAPITAL MARKETS, LLC"
CPGX,"CLEARPOOL EXECUTION SERVICES, LLC"
CRED,CREDIT SUISSE (US)
CSCL,CREDIT SUISSE CLOSEX
CSVW,CREDIT SUISSE VWAPX
CURX,CUREX FX
DASH,DASH ATS
DBAB,DEUTSCHE BANK SECURITIES INC.
DEAL,DCX (DERIVATIVES CURRENCY EXCHANGE)
DWFI,DEALERWEB FIXED INCOME
DWSF,DW SEF LLC
EBXV,LEVEL ATS - VWAP CROSS
EDDP,CBOE EDGX U.S. EQUITIES EXCHANGE DARK
EDGA,CBOE EDGA U.S. EQUITIES EXCHANGE
EDGD,CBOE EDGA U.S. EQUITIES EXCHANGE DARK
EDGO,CBOE EDGX OPTIONS EXCHANGE
EDGX,CBOE EDGX U.S. EQUITIES EXCHANGE
EGMT,EG MARKET TECHNOLOGIES
EMLD,"MIAX EMERALD, LLC"
EPRD,MIAX PEARL EQUITIES EXCHANGE DARK
EPRL,MIAX PEARL EQUITIES
EQUS,EQUILEND LLC
ERIS,ERSX
EXPM,EXPERT MARKET
FAST,EURONEXT FX
FCBT,CHICAGO BOARD OF TRADE (FLOOR)
FCME,CHICAGO MERCANTILE EXCHANGE (FLOOR)
FICO,FINANCIALCONTENT
FINC,FINRA/NASDAQ TRF CHICAGO (TRADE REPORTING FACILITY)
FINN,FINRA/NASDAQ TRF CARTERET (TRADE REPORTING FACILITY)
FINO,FINRA ORF (TRADE REPORTING FACILITY)
FINR,FINRA
FINY,FINRA/NYSE TRF (TRADE REPORTING FACILITY)
FNCS,FENICS - US TREASURIES
FNFT,FENICS FUTURES
FNFX,FENICS FX ECN
FNIX,GFI SECURITIES LLC - FENICS DELTA X
FNXB,FENICS INVITATIONS
FREX,FAIRX
FSEF,FTSEF LLC
FTUS,FLOW TRADERS U.S LLC
FUSD,FTX US DERIVATIVES
FXAL,FXALL
FXCM,FXCM
FXNM,REFINITIV MATCHING NDFS SEF
FXPS,REFINITIV SEF REQUEST FOR STREAM
G1XX,G1 EXECUTION SERVICES
GFAM,GFI SECURITIES LLC - ALL MARKETS
GLBX,CME GLOBEX
GLLC,GATE US LLC
GLMX,GLMX
GLPS,"ESSEX RADEZ, LLC"
GLPX,"ACS EXECUTION SERVICES, LLC"
GMNI,ISE GEMINI EXCHANGE
GOTC,GLOBAL OTC
GOVX,GOVEX
GREE,THE GREEN EXCHANGE
GSCO,GOLDMAN SACHS AND CO.
GSEF,"GFI SWAPS EXCHANGE, LLC"
GTCO,KCG AMERICAS LLC
GTSX,GTSX
GTXS,"GTX SEF, LLC"
HEGX,NADEX
HPPO,POTAMUS TRADING LLC
HRTF,HUDSON RIVER TRADING (HRT)
HRTX,HUDSON RIVER TRADING
HSFX,HOTSPOT FX
IATS,INTERACTIVE BROKERS LLC - ATS
ICBX,INSTINET CBX (US)
ICEL,"ISLAND ECN LTD, THE"
ICES,ICE SWAP TRADE LLC
ICRO,INSTINET VWAP CROSS
ICSU,ICAP SEF (US)  LLC.
IDXM,"IDX MARKETS, LLC"
IEPA,INTERCONTINENTAL EXCHANGE
IEXD,INVESTORS EXCHANGE - DARK
IEXG,INVESTORS EXCHANGE
IFED,ICE FUTURES U.S. ENERGY DIVISION
IFUS,ICE FUTURES U.S.
IMAG,ICE MARKETS AGRICULTURE
IMBD,ICE MARKETS BONDS
IMCC,ICE CREDIT TRADE
IMCG,CREDITEX LLC
IMCR,ICE MARKETS CREDIT
IMCS,IMC FINANCIAL MARKETS
IMEN,ICE MARKETS ENERGY
IMFX,ICE MARKETS FOREIGN EXCHANGE
IMIR,ICE MARKETS RATES
INCA,INSTINET DESK CROSS
INCR,INTELLIGENTCROSS
ISDA,ISDAFIX
ITGI,ITG - POSIT
JLEQ,JUMP LIQUIDITY - US EQUITY PLATFORM
JLQD,JUMP LIQUIDITY - MULTI-ASSET PLATFORM
JNST,"JANE STREET CAPITAL, LLC"
JPBX,JPBX
JPMS,"JPMS, LLC"
JPMX,JPMX
JSES,JANE STREET EXECUTION SERVICES LLC
JSJX,JANE STREET JX
KLSH,KALSHIEX LLC
KNCM,KNIGHT CAPITAL MARKETS LLC
KNEM,KNIGHT EQUITY MARKETS LP
KNIG,KNIGHT
KNLI,KNIGHT LINK
LAMP,LAMPOST CAPITAL
LASF,LATAM SEF
LATG,GFI SECURITIES LLC - CREDITMATCH (LATG)
LEDG,LEDGERX
LESI,LEDGEREDGE SECURITIES INC.
LEVL,LEVEL ATS
LIFI,"LIQUIDNET, INC. FIXED INCOME ATS"
LIUH,"LIQUIDNET, INC. H2O ATS"
LIUS,"LIQUIDNET, INC."
LMNX,LUMINEX TRADING & ANALYTICS LLC - ATS
LPSF,LPSFX LLC
LQED,LIQUIDITYEDGE
LQFI,CITI LIQUIFI
LTAA,LUMINEX TRADING & ANALYTICS LLC
LTSE,"LONG-TERM STOCK EXCHANGE, INC."
MAGM,MAGMA ATS
MCRY,"ISE MERCURY, LLC"
MELO,NASDAQ MIDPOINT-ELO (M-ELO)
MEMD,MEMX LLC DARK
MEMM,MEMX LLC RETAIL MIDPOINT
MEMX,MEMX LLC EQUITIES
MIHI,"MIAMI INTERNATIONAL HOLDINGS, INC."
MKAA,MARKETAXESS ATS
MLCO,BANK OF AMERICA - MERRILL LYNCH OTC
MLVX,BANK OF AMERICA - MERRILL LYNCH VWAP CROSS
MOCX,MOC CROSS
MPRL,"MIAX PEARL, LLC"
MSCO,MORGAN STANLEY AND CO. LLC
MSPL,MS POOL
MSRP,MS RPOOL
MSTX,MS TRAJECTORY CROSS
MTSB,MTS BONDS.COM
MTUS,MTS MARKETS INTERNATIONAL INC.
MTXA,MARKETAXESS CANADA COMPANY
MTXC,MARKETAXESS CORPORATION SINGLE-NAME CDS CENTRAL LIMIT ORDER
MTXM,MARKETAXESS CORPORATION MID-X TRADING SYSTEM
MTXS,MARKETAXESS SEF CORPORATION
MTXX,MARKETAXESS CORPORATION
MXOP,MEMX LLC OPTIONS
NASD,NSDQ DARK
NBLX,NOBLE EXCHANGE
NFSA,FIDELITY CROSSSTREAM
NFSC,"NATIONAL FINANCIAL SERVICES, LLC"
NFSD,FIDELITY DARK
NLAX,"CLEARPOOL EXECUTION SERVICES, LLC - NATURAL LIQUIDITY ALLIANCE"
NMRA,NOMURA SECURITIES INTERNATIONAL
NODX,NODAL EXCHANGE
NXUS,NX ATS - CROSSING PLATFORM
NYFX,MILLENNIUM
NYMS,CME SWAPS MARKETS (NYMEX)
NYPC,NEW YORK PORTFOLIO CLEARING
NYSD,NYSE DARK
OCEA,BLUE OCEAN ALTERNATIVE TRADING SYSTEM
OLLC,OTCEX LLC
ONEC,CITI-ONE
OOTC,OTHER OTC
OPRA,OPTIONS PRICE REPORTING AUTHORITY
OTCB,OTCQB MARKETPLACE
OTCI,OTC LINK NQB IDQS (INTER-DEALER QUOTATION SYSTEM)
OTCM,OTC LINK ATS - OTC MARKETS
OTCN,OTC LINK ECN
OTCQ,OTCQX MARKETPLACE
PINC,OTC PINK CURRENT
PINI,OTC PINK NO INFORMATION
PINL,OTC PINK LIMITED
PINX,OTC PINK MARKETPLACE
PIPE,ARITAS SECURITIES LLC
PIPR,PIPER SANDLER AND CO.
PJCX,PIPER SANDLER AND CO. - ATS
PRSE,PRAGMA ATS
PSGM,OTC GREY MARKET
PSXD,NASDAQ PSX
PUMA,"PUMA CAPITAL, LLC"
PUMX,"PUMA CAPITAL, LLC - OPTIONS"
PUND,PUNDION LLC
RAJA,RAYMOND JAMES
RCMA,RBC CAPITAL MARKETS ARBITRAGE S.A.
RICD,RIVERCROSS DARK
RICX,RIVERCROSS
SAGE,SAGETRADER
SCXA,SEED DIGITAL SECURITIES MARKET
SCXF,SEED FUTURES
SCXM,SEED DIGITAL COMMODITIES MARKET
SCXO,SEED CX
SCXS,SEED SEF
SFOX,SFOX
SGA2,"SG AMERICAS SECURITIES, LLC - SECOND VENUE"
SGAS,"SG AMERICAS SECURITIES, LLC"
SGMA,GOLDMAN SACH MTF
SGMT,SIGMA X2
SHAD,D.E. SHAW DARK
SHAW,D.E. SHAW
SMFE,"SMALL EXCHANGE, INC - DESIGNATED CONTRACT MARKET"
SOHO,"TWO SIGMA SECURITIES, LLC"
SPAX,SPECTRAXE
SPTX,SPOT FX
SSTX,E-EXCHANGE
STFX,"STIFEL, NICOLAUS AND COMPANY, INCORPORATED"
STRM,PURESTREAM
SUNT,SUN TRADING LLC
TERA,TERAEXCHANGE
TFSU,TFS GREEN UNITED STATES GREEN MARKETS
THEM,THEMIS TRADING LLC
THRE,REFINITIV US SEF LLC
TMCC,ICE TMC
TMID,TRUMID ATS
TPSE,"TP SEF, INC."
TPSV,"TPSEF, INC - VOICE"
TRAI,TRAIANA INC
TRCK,TRACK ECN
TRCX,TOWER RESEARCH CAPITAL TRCX
TRU1,TRUEEX LLC - DESIGNATED CONTRACT MARKET (DMC)
TRU2,TRUEEX LLC - SEF (SWAP EXECUTION FACILITY)
TRUX,TRUEEX LLC
TRWB,TRADEWEB LLC
TSAD,TRADITION SECURITIES AND DERIVATIVES INC.
TSBX,"DBOT ATS, LLC"
TSEF,TRADITION SEF
TWSF,TW SEF LLC
UBEC,UNIVERSAL BARTER EXCHANGE CREDIT UNION
UBSA,UBS ATS
UBSP,UBS PIN (UBS PRICE IMPROVEMENT NETWORK)
UBSS,UBS SECURITIES LLC
VABD,ICE BONDPOINT
VALX,VIRTU CLIENT MARKET MAKING
VCRS,VIRTU MATCHIT - CONDITIONAL ROOM
VERT,VERTICAL
VFCM,VIRTU FINANCIAL CAPITAL MARKETS LLC
VFMI,VIRTU MATCHIT - MAIN CROSSING SESSION
VIRT,VIRTU FINANCIAL BD
VNDM,WALL STREET ACCESS NYC - VNDM
VTEX,VORTEX
VUSA,VIRTU AMERICAS LLC
WABR,WALL STREET ACCESS NYC
WELS,"WELLS FARGO SECURITIES, LLC - CASH EQUITIES"
WSAG,WALL STREET ACCESS
XADF,FINRA ALTERNATIVE DISPLAY FACILITY (ADF)
XAQS,AUTOMATED EQUITY FINANCE MARKETS
XASE,NYSE MKT LLC
XBOS,NASDAQ OMX BX
XBOX,BOX OPTIONS EXCHANGE
XBRT,BRUT ECN
XBXO,NASDAQ OMX BX OPTIONS
XCBF,CBOE FUTURES EXCHANGE
XCBO,CBOE GLOBAL MARKETS INC.
XCBT,CHICAGO BOARD OF TRADE
XCEC,COMMODITIES EXCHANGE CENTER
XCFF,CANTOR FINANCIAL FUTURES EXCHANGE
XCHI,"NYSE CHICAGO, INC."
XCIS,"NYSE NATIONAL, INC."
XCME,CHICAGO MERCANTILE EXCHANGE
XCUR,CURRENEX
XELX,ELX
XFCI,FINANCIALCONTENT - INDEXES
XFDA,FINANCIALCONTENT - DIGITAL ASSET TRADE REPORTING FACILITY
XGMX,GLOBALCLEAR MERCANTILE EXCHANGE
XIMM,INTERNATIONAL MONETARY MARKET
XINS,INSTINET
XIOM,INDEX AND OPTIONS MARKET
XISA,"INTERNATIONAL SECURITIES EXCHANGE, LLC -  ALTERNATIVE MARKETS"
XISE,"INTERNATIONAL SECURITIES EXCHANGE, LLC - EQUITIES"
XISX,"INTERNATIONAL SECURITIES EXCHANGE, LLC"
XKBT,KANSAS CITY BOARD OF TRADE
XMER,MERCHANTS' EXCHANGE
XMGE,MINNEAPOLIS GRAIN EXCHANGE
XMIO,MIAMI INTERNATIONAL SECURITIES EXCHANGE
XNAS,NASDAQ - ALL MARKETS
XNCM,NASDAQ CAPITAL MARKET
XNDQ,NASDAQ OPTIONS MARKET
XNFI,NASDAQ FIXED INCOME TRADING
XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET)
XNIM,NASDAQ INTERMARKET
XNLI,NYSE LIFFE
XNMS,NASDAQ/NMS (GLOBAL MARKET)
XNYE,NEW YORK MERCANTILE EXCHANGE - OTC MARKETS
XNYL,NEW YORK MERCANTILE EXCHANGE - ENERGY MARKETS
XNYM,NEW YORK MERCANTILE EXCHANGE
XNYS,"NEW YORK STOCK EXCHANGE, INC."
XPBT,NASDAQ OMX FUTURES EXCHANGE
XPHL,NASDAQ OMX PHLX
XPHO,PHILADELPHIA OPTIONS EXCHANGE
XPOR,PORTAL
XPSX,NASDAQ OMX PSX
XPUS,"XP INVESTMENTS US, LLC"
XSEF,"SWAPEX, LLC"
XSTM,FIDELITY CROSSSTREAM ATS
XTRD,XTRD
XTXD,XTX DIRECT
YKNA,"COMHAR CAPITAL MARKETS, LLC - US EQUITIES"
ZERO,ZERO HASH
BVUR,BOLSA ELECTRONICA DE VALORES DEL URUGUAY
UFEX,UFEX
XMNT,BOLSA DE VALORES DE MONTEVIDEO
XCET,UZBEK COMMODITY EXCHANGE
XCUE,UZBEKISTAN REPUBLICAN CURRENCY EXCHANGE
XKCE,KHOREZM INTERREGION COMMODITY EXCHANGE
XSTE,REPUBLICAN STOCK EXCHANGE
XUNI,UNIVERSAL BROKER'S EXCHANGE 'TASHKENT'
GXMA,GX MARKETCENTER
POTC,PACIFIC OTC
BVCA,CARACAS STOCK EXCHANGE
HSTC,HANOI STOCK EXCHANGE
XHNF,HANOI STOCK EXCHANGE - DERIVATIVES
XHNX,HANOI STOCK EXCHANGE (UNLISTED PUBLIC COMPANY TRADING PLATFORM)
XSTC,HOCHIMINH STOCK EXCHANGE
XLUS,LUSAKA STOCK EXCHANGE
VFEX,VICTORIA FALLS STOCK EXCHANGE
XZIM,ZIMBABWE STOCK EXCHANGE
BILT,OFF-EXCHANGE TRANSACTIONS - LISTED AND UNLISTED INSTRUMENTS
XOFF,OFF-EXCHANGE TRANSACTIONS - LISTED INSTRUMENTS
XXXX,NO MARKET (E.G. UNLISTED)